subject_id,accel_mean,accel_std,gyro_mean,gyro_std,cadence_hz,signal_energy,orientation_change,spectral_entropy,activity
23,1.2523898256594517,0.953674492621187,0.9729624467149783,0.6520446144650729,2.2504026469415006,1.3570083444454915,0.80560373228096,0.619923928521299,stairs
21,1.71483431979324,0.9915957323514707,1.0293716284765106,0.6491794335759035,2.331143829378225,1.5658714313666902,0.7383843316336751,0.7471918577360994,stairs
26,1.4795840428854312,0.7458578950496197,0.7961003149363324,0.42629837999817166,1.2967653850879748,1.2110817312321385,0.6192851074699292,0.4710621706403193,walking
40,0.12602919633122545,0.013325306184270622,0.00839500651404762,0.0,0.06242503798421788,0.3569658937767203,0.10466526079127317,0.3298719033419356,sitting
22,0.12793281809880205,0.0,0.04619650284055062,0.1297452979349754,0.0,0.24160015314297645,0.09524005899206142,0.22635728804673852,sitting
37,0.20100869939576957,0.030405123871223773,0.0,0.0,0.645159122759695,0.10061029260760226,0.12190569893103775,0.20476218292734247,lying
35,1.914000013541234,0.9907093368044557,0.9513108932348309,0.6462019127627728,2.259012201368256,1.3774312519981018,0.6521975352432117,0.7481657198035069,stairs
8,1.1851767699248623,0.6814309975023088,0.9451265296803854,0.4093185235817408,1.754045359967579,1.0789440314353371,0.6246133213901497,0.6475667774366333,walking
19,0.13412528544173732,0.32100574216475797,0.15051817152740235,0.0030826438697258013,0.0,0.3531965949545907,0.11613869825430982,0.4245934194714833,standing
12,1.3960985436531248,0.7172174411836143,0.7632861612530699,0.49206226819699656,1.723310006643411,1.2152619757870329,0.6327786769407843,0.5272467094398622,walking
17,0.36570206597752475,0.11937435401699145,0.022727448219806032,0.0,0.0,0.27237506991933613,0.0,0.22483028530499957,sitting
14,0.17656359873387367,0.10521698475854808,0.08256451986505643,0.0,0.0,0.2555881175086393,0.09362014018240888,0.30112842824751634,sitting
13,0.20351130822109229,0.10459403654060143,0.08863707136896447,0.12314618356820263,0.21184219895180587,0.4625722891363341,0.04764590820239095,0.23544423535069706,sitting
25,0.18071721235310334,0.09877416018463661,0.0152827813670437,0.0,0.0,0.03571387307205236,0.04212566279701882,0.230292489732697,lying
14,1.294153607671638,0.7072635917226161,0.8767119565824553,0.4779809187336199,1.4457576059393484,1.123678012245203,0.48674501379521984,0.5104699744323699,walking
17,0.0,0.0,0.1195109485282447,0.028202752101523988,0.07843727478723797,0.0021839987658363175,0.0,0.3010693034852026,lying
11,1.0465142858080803,0.639698204527474,0.585046430235634,0.5464151144199058,1.6172834581659794,1.1411684568320628,0.6443790131513454,0.415781313303474,walking
3,0.2772709248276955,0.17947820458628416,0.1813164907457654,0.14213274103720824,0.044967057634203535,0.4599417608999431,0.2072535586473202,0.3639524226631195,standing
4,0.24681545614082798,0.19638987440045,0.19826144971031148,0.10465770601866128,0.2903398089257033,0.20358535349781173,0.10662693809327342,0.292820705425975,standing
27,1.8405200102518933,0.9267993964106112,0.9740474244886996,0.5405907584559722,2.6082361729794554,1.583614451791082,0.9049141331666473,0.6342288289706557,stairs
28,1.6900503657514037,0.7866407872782558,0.9212338424391092,0.6122752930748327,2.323516174189131,1.5491539887543755,0.928501901560257,0.551564906387997,stairs
18,1.7171461301267985,0.7772143316683101,1.241488007464539,0.42519272001139063,2.204328648012119,1.4617436644314001,0.7884758171460035,0.565848071513296,stairs
